三生三:0.0892359760754053	生三世:0.0892359760754053	三世枕:0.03978682034066078	
圣斗士:0.06004554344695521	斗士皮:0.06004554344695521	士皮肤:0.06004554344695521	
笑礼相:0.04260735312278254	礼相迎:0.04260735312278254	相声艺:0.030432935857973468	
微量元:0.03619203249168042	量元素:0.03619203249168042	元素检:0.028487763523167325	
白娘子:0.10259696509685196	白素贞:0.05862861280051495	娘子出:0.043968352296337	
刘雨欣:0.04022094361298842	唐嫣在:0.028197580074984293	开启霸:0.02011047180649421	
太子妃:0.08783727086309925	子妃升:0.06588106045137365	妃升职:0.06588106045137365	
竹荪卷:0.04526720538890724	白玉竹:0.025865198905633158	玉竹荪:0.025865198905633158	
与勇士:0.09996865207202835	今天上:0.07817355527005274	防守大:0.07817355527005274	
保护膜:0.07865579608885194	地板的:0.06010147491984101	对地板:0.036063370795143976	
Tea:0.08631469187898581	ess:0.07204599128653746	res:0.06548316728978829	
增幅到:0.09502757243297372	幅到1:0.07601708625990024	到11:0.06753850994729099	
陈小艺:0.07183972800230569	成名走:0.057758567666735844	名走捷:0.057758567666735844	
刘若钒:0.23284893623168265	若钒在:0.04817564197896883	中国队:0.039659199517213646	
贾樟柯:0.07630295823242766	江湖儿:0.045198679073620344	湖儿女:0.045198679073620344	
亚马逊:0.09641514240128865	亿美元:0.05335801079284477	万亿美:0.05095780231103465	
新加坡:0.12285788922175474	加坡外:0.08068318699247154	日在平:0.057541056383291066	
大肠杆:0.07478659385641265	肠杆菌:0.07478659385641265	杆菌O:0.05982803216351043	
Sir:0.1080791053347925	iri:0.09857519460462622	助手侵:0.08671242679728483	
克里斯:0.05780409617452253	汤姆·:0.0385066684411713	6导演:0.0346712985810974	
何润东:0.1350993654516	泡沫之:0.07944118293386139	沫之夏:0.07944118293386139	
羊水穿:0.0387853691422529	水穿刺:0.0387853691422529	无创D:0.03447864573004632	
上大学:0.019860295733465348	你可能:0.01685042606123149	的孩子:0.01561798550226051	
玄幻小:0.05404223202387937	幻小说:0.05051630744377079	小说里:0.04323502854072318	
湖南人:0.04115934943585017	虎皮青:0.04115934943585017	皮青椒:0.04115934943585017	
加里宁:0.08717852240466649	里宁格:0.08717852240466649	宁格勒:0.08717852240466649	
SKT:0.12612673174672728	Fak:0.04423081472825101	ker:0.03586598076233202	
孕中期:0.13528580369455268	中期腰:0.10146590642293911	期腰酸:0.10146590642293911	
运20:0.07643670346655199	20F:0.05840488690897175	0F1:0.05840488690897175	
罗大佑:0.1366903051247961	演唱会:0.03275371936549206	大佑上:0.025430176338743605	
泰容君:0.16572495416062458	NCT:0.12429216196844382	谁都认:0.12429216196844382	
易海蓝:0.05487498950906795	外星人:0.02924141354597861	女主就:0.019234072440929745	
黄子韬:0.0979664857298637	李子璇:0.09602372682254232	子璇说:0.03602608314655344	
亚瑟尔:0.043048590297770514	黎巴嫩:0.0323833157443416	巴勒斯:0.023672257685529663	
爱情公:0.07008402659782118	情公寓:0.07008402659782118	关谷神:0.05675180115479145	
杭天琪:0.16037417658788305	23岁:0.07124341022317655	天琪2:0.040096651451019975	
教你一:0.046901647318792275	你一招:0.046901647318792275	回家来:0.046901647318792275	
蒸排骨:0.07752102141971841	豉汁蒸:0.038760510709859204	汁蒸排:0.038760510709859204	
表情包:0.046544455069781644	的表情:0.027228429298000338	阿库娅:0.022167507087071957	
守望先:0.2301704401412627	望先锋:0.2301704401412627	先锋表:0.2301704401412627	
这门专:0.04325988697311687	门专业:0.0384348894492391	的大学:0.0313931355030452	
种蔬菜:0.09295367987871875	6种蔬:0.041936175448152944	鱼腥草:0.041936175448152944	
尹天雪:0.04580787629346997	超级喜:0.04580787629346997	级喜欢:0.04580787629346997	
膝关节:0.06519601178029434	关节炎:0.05167667367432598	膝盖疼:0.034876380648345334	
区块链:0.08633460669976639	碳排放:0.06406639488663436	时代能:0.06406639488663436	
不会支:0.05701281469492518	会支援:0.05701281469492518	在线上:0.050653882460468244	
风暴舞:0.06829809413712203	演刘新:0.03794532201273123	导演刘:0.03460860903829177	
荨麻疹:0.12380219670030727	小儿荨:0.027866302713325103	儿荨麻:0.027866302713325103	
萧斯宇:0.05701281469492518	言少白:0.03330962590646064	誓言:0.026646538896570447	
宁夏的:0.047442318223355005	啤酒都:0.03557863136346704	酒都是:0.03557863136346704	
可能是:0.030755307575653878	出现肿:0.026368582161605356	是癌症:0.02464819370790242	
儿童保:0.03774131498171797	童保健:0.03774131498171797	名字没:0.02516294819051145	
Sla:0.05743540804561789	lat:0.04896704910163695	的冲浪:0.04595081227973368	
王中军:0.12780963015215077	艺术品:0.04086062353081845	中军也:0.023963528827515967	
国际冠:0.12769776720637918	际冠军:0.12769776720637918	冠军杯:0.12769776720637918	
★★★:0.04710053136546614	谋杀案:0.02799680948339197	分推荐:0.016798085690035183	
rys:0.06795814097704853	yst:0.06795814097704853	Cry:0.06521169014747323	
鸡蛋羹:0.08428251503080175	蛋羹1:0.04495026037588771	会使蛋:0.028096243212966724	
跆拳道:0.1452285747578507	次参加:0.1324579341637009	参加跆:0.12429216196844382	
天行九:0.07134370096988675	行九歌:0.07134370096988675	玄机科:0.023783305192661724	
TIE:0.1423207400619666	IEN:0.1423207400619666	张天首:0.07115726272693408	
李美慧:0.10223651782714346	吴佩慈:0.06826323927918014	的李美:0.03651082257823037	
鹿梓星:0.12902147873134312	来到你:0.03225381603081117	的鹿梓:0.03225381603081117	
小米8:0.09269649469644095	米8S:0.04407400063401018	8SE:0.04407400063401018	
游戏世:0.0622391579982245	戏世界:0.0622391579982245	on4:0.04439094564702971	
黄子韬:0.15021366868121191	外国记:0.11048330277374971	国记者:0.11048330277374971	
在幼儿:0.07803361817451947	被欺负:0.06406639488663436	孩子在:0.0628693833982754	
娄雪雁:0.12920170236619735	异地恋:0.051680680946478944	是军人:0.036231624830588595	
CTR:0.06440198372394916	TRL:0.06440198372394916	abs:0.05721889949180645	
张柏芝:0.18603807162589744	吴建豪:0.10006248800815913	徐志贤:0.07730972474437206	
张若昀:0.24296740556988422	的张若:0.07089003457870194	哈士奇:0.06626489409051212	
UZI:0.2969111073779403	ZI开:0.04143279219218075	亲民模:0.04143279219218075	
品鉴会:0.05683880566816936	荣耀1:0.0531304217894121	耀10:0.0531304217894121	
婆婆把:0.04611860669839108	食物出:0.04611860669839108	物出来:0.04611860669839108	
刘若英:0.13539482910514178	陈升的:0.023497433220134305	和刘若:0.023497433220134305	
上映三:0.031153830397390444	映三天:0.031153830397390444	的后宫:0.031153830397390444	
董明珠:0.09184255067686478	芯:0.07369282283109034	不能做:0.06282744733252661	
潮汕美:0.06541496484399198	汕美食:0.06541496484399198	普宁豆:0.06541496484399198	
两岸电:0.07678148305600617	岸电影:0.07678148305600617	电影展:0.02984349626104544	
友又偶:0.14746643556746017	又偶遇:0.14746643556746017	偶遇赵:0.14746643556746017	
渐变色:0.1063630176044958	变色手:0.03798368469755643	色手机:0.03550548195679934	
的槐花:0.059467584893801946	蒸槐花:0.03964919966793358	槐树花:0.029736899750950185	
秦俊杰:0.11647331695579625	公主抱:0.062301446186682465	到夏沫:0.04672763829203645	
刘晓庆:0.24858432393688765	晓庆的:0.05966023774485303	晓庆是:0.029830118872426516	
的导师:0.05199007600259091	李宇春:0.03282165789527426	谢霆锋:0.02803442498408655	
蔡徐坤:0.08047461408743171	的蔡徐:0.04189888779956241	蒋劲夫:0.03916524204069718	
现代剧:0.06527153063916842	古装剧:0.04718788625505886	的现代:0.036628271399823734	
球音乐:0.11700864127709301	环球音:0.10400768113519379	吴亦凡:0.08080665870749132	
减少皱:0.055160861481595366	少皱纹:0.055160861481595366	入肉皮:0.055160861481595366	
汤普森:0.07353213197139497	的续约:0.05030222507800705	的合同:0.04584001062194805	
张家辉:0.06440015919062131	梁家辉:0.05511735922490641	娱乐圈:0.049202899539705594	
辽宁舰:0.036297990270205215	政治工:0.023205346639508462	治工作:0.023205346639508462	
雷佳音:0.02865604203088916	十九年:0.01843874222801864	佟丽娅:0.016825616835581855	
张艺兴:0.07834635983057402	张加帅:0.04758525420961872	放羊少:0.038070689210934344	
她也因:0.028593411860840502	小霸王:0.028593411860840502	星爷的:0.026727866898434843	
转业干:0.040028290761937334	业干部:0.040028290761937334	向前:0.030022771723477604	
他家的:0.04243794861468922	地址:0.04072286727928821	〗这家:0.028661772549923144	
大学军:0.05683880566816936	学军训:0.05683880566816936	防晒霜:0.02841940283408468	
吸尘器:0.08782843287055779	尘器产:0.03579614264691182	器产品:0.033460663624208804	
黄小琥:0.13279374584708536	萧煌奇:0.10623251083442893	华纳唱:0.026561235012656444	
烧烤晚:0.08571808950153728	烤晚会:0.08571808950153728	兵哥们:0.05714332146499205	
ndX:0.06367348730478742	OPP:0.062084794647693196	PPO:0.062084794647693196	
科技生:0.02382680744935068	技生活:0.02382680744935068	自拍照:0.021169281159083852	
家长群:0.10789181119670765	学生毕:0.09585808299500645	毕业了:0.09198408780064045	
学校介:0.03158885296428	校介绍:0.03158885296428	早稻田:0.028717704022808946	
医治疗:0.0691894267617318	西医治:0.04672763829203645	的疗法:0.04672763829203645	
一米八:0.040488171761220576	米八的:0.040488171761220576	八的大:0.040488171761220576	
张柏芝:0.11015250577981514	爱:0.03561116249748481	如果:0.034652807692618616	
流浪狗:0.07409677235748778	狗妈妈:0.0648307916827403	田园犬:0.03704527887469468	
镇魂:0.03707975970717444	郑爽和:0.03707975970717444	爽和罗:0.03707975970717444	
赵立新:0.07634646048911661	伊阿索:0.04580787629346997	阿索密:0.04580787629346997	
金钱肚:0.12185603559386232	五香金:0.0435209005132506	香金钱:0.0435209005132506	
米尼卡:0.06406639488663436	多米尼:0.05240427891562285	大表姐:0.028463131031579877	
雄传说:0.12028373974496151	闪之轨:0.12028373974496151	之轨迹:0.12028373974496151	
G版售:0.0927530258689512	版售价:0.08670145913043686	小米M:0.07635623746057968	
复联3:0.17951006097265124	蚁人2:0.04955528497681855	惊奇队:0.03964919966793358	
占南弦:0.09672495235911083	温暖的:0.038739731143111446	暖的弦:0.03621650760333588	
鳕鱼的:0.04569601334769837	土豆泥:0.04569601334769837	土豆有:0.03046400889846558	
山泉君:0.04787895652616822	都要死:0.03414927150082994	反人类:0.03414927150082994	
爱学习:0.03194930023398848	小哥哥:0.03177930756455512	热爱学:0.02130367656139127	
INK:0.17002199704051096	CKP:0.16673172067256897	KPI:0.16673172067256897	
让罗曼:0.023584437733512216	的一生:0.018830202268072294	年的许:0.017686774648109554	
面包片:0.07850475837110378	的早餐:0.05530903069925138	丰盛的:0.05038804246200713	
米Ma:0.13304512227680867	小米M:0.12327503503183436	Max:0.11956062025071673	
广州恒:0.07471719714141903	州恒大:0.07471719714141903	保利尼:0.05994610971738045	
TVB:0.044292009922630736	深宫计:0.030137833833749177	宫心计:0.028645339241869332	
上桌了:0.05063041217784559	装盘上:0.037971255481359587	盘上桌:0.037971255481359587	
害加倍:0.04081754599043695	伤害加:0.03815445116038253	时抽烟:0.030613159492827714	
豆角和:0.06576298289750362	角和鸡:0.06576298289750362	面烙至:0.06576298289750362	
希拉和:0.02042120221141532	拉和尤:0.02042120221141532	和尤西:0.02042120221141532	
侏罗纪:0.07593711716938498	世界2:0.04556110847303292	罗纪公:0.03796855858469249	
韩国人:0.09779692224193666	色小吃:0.07823753779354933	特色小:0.07436303564176873	
bab:0.058760716771308875	aby:0.05789924089529734	跑男:0.05452116734454925	
区块链:0.13276159729518855	块链研:0.058386243084676485	链研究:0.058386243084676485	
藿香正:0.15853465259075009	香正气:0.15853465259075009	正气水:0.12048882181220943	
李湘晒:0.044858202171204925	一些人:0.034825138967751045	湘晒豪:0.02399460186800808	
县城新:0.054278387131619414	城新房:0.054278387131619414	经典简:0.054278387131619414	
itc:0.08265626994039782	tch:0.0793158109772241	Swi:0.07658645727201861	
半岛和:0.04380677248577802	岛和平:0.04380677248577802	半岛问:0.03129055177555573	
生煎包:0.05881505104346762	为生煎:0.0392079624929456	黑芝麻:0.0366498831258912	
联网新:0.052743378931309134	网新闻:0.052743378931309134	新闻信:0.052743378931309134	
曹琴默:0.15693749830945558	木薯粉:0.058678153345162	薯粉事:0.04184917093477503	
MG战:0.04088590667951959	战队现:0.04088590667951959	队现役:0.04088590667951959	
M77:0.06341386103630003	777:0.05927649507316434	型火炮:0.04529827842939935	
蔡国权:0.20520014480180232	国权的:0.039083670330977156	遇车祸:0.029314306400257475	
陀飞轮:0.030137833833749177	杜嘉班:0.024181040110960745	嘉班纳:0.024181040110960745	
陈钰琪:0.0844378802332623	屠龙记:0.06001828017716261	倚天屠:0.05759270977437715	
脂肪肝:0.16615891695195215	的脂肪:0.036275796933375216	性脂肪:0.02734427563305764	
兽医小:0.031029538235422	医小明:0.027922234186210905	狗狗的:0.02320171710331423	
徐州舰:0.11299400444551227	上练兵:0.0376667396845369	炮射击:0.0376667396845369	
上一层:0.11494610427988478	铺上一:0.08971640434240985	奶油水:0.07198380560402425	
巨齿鲨:0.09006831517043282	斯坦森:0.08419190935862121	森·斯:0.06755279002984922	
吕会会:0.06597427957284999	10秒:0.05278066657989967	最好成:0.05278066657989967	
哈士奇:0.12473391828802281	宠物店:0.09531344440550114	的宠物:0.05080848336616839	
​​​:1.045645738256525	黑西装:0.24858432393688765	漫画里:0.24858432393688765	
冰手冲:0.07049851426850133	萃取率:0.054228670266832035	冰咖啡:0.027114335133416018	
黄圣依:0.21176984051807896	安迪姥:0.10902908447871892	迪姥姥:0.10902908447871892	
李小璐:0.1458255888795016	交网站:0.029167237102846938	贾乃亮:0.029167237102846938	
占南弦:0.0393845807271114	温暖的:0.03785516141727262	暖的弦:0.03539284131176803	
着装性:0.1534448885581423	装性感:0.1534448885581423	性感拍:0.1534448885581423	
50T:0.054837701860477414	0Ti:0.052880100309474425	105:0.04514354702527002	
月禁忌:0.06200935960605662	肚脐眼:0.027561786916502417	证充足:0.025763549162042713	
充电器:0.0988309125892081	iPh:0.09046856830373606	Pho:0.08859619982148008	
经常憋:0.047728190195882425	常憋尿:0.047728190195882425	会导致:0.04085154038872434	
伊尔7:0.10033484774902628	尔76:0.10033484774902628	运输机:0.07800167838663995	
hol:0.054525716132765856	old:0.049558851607953404	如萍是:0.04552821892904097	
杜兰特:0.06313790559575479	把球传:0.025840340473239472	球传给:0.025840340473239472	
汤汁都:0.0622391579982245	小看了:0.04439094564702971	了这道:0.04439094564702971	
尹珍雅:0.13262595142842798	金美妍:0.13262595142842798	徐俊熙:0.07578714576025862	
机事业:0.0304142920336782	国产飞:0.025343171825365694	产飞机:0.025343171825365694	
PEA:0.07112618968644198	ARL:0.07112618968644198	EAR:0.06648564152414405	
viv:0.10316962767669123	ivo:0.10316962767669123	这款手:0.031258734397597444	
何超琼:0.08878189129405942	何鸿燊:0.029593963764686475	许晋亨:0.0177551353371922	
loL:0.03511253575608538	oLe:0.03511253575608538	Len:0.03511253575608538	
蔡康永:0.08542600292091143	康熙来:0.053389698173545046	熙来了:0.053389698173545046	
艾梦萌:0.19148450472858455	谭维维:0.14644849478581665	06届:0.0870418010265012	
电影频:0.07175453421635887	影频道:0.07175453421635887	脱贫攻:0.03337866009662559	
桂圆泡:0.05161853486549472	圆泡水:0.05161853486549472	用桂圆:0.041296070814015456	
刘冬沁:0.1111544804483793	法医秦:0.060629716608206895	医秦明:0.060629716608206895	
酸豆角:0.05378685494731759	豆瓣酱:0.04470535689368201	魔芋丝:0.043154238635443695	
弗里曼:0.13437225630408461	VIS:0.06718612815204231	ISA:0.06718612815204231	
条纹T:0.0509411425827667	纹T恤:0.0509411425827667	穿条纹:0.030563442628040335	
华为的:0.036568635659001654	bo技:0.036568635659001654	o技术:0.036568635659001654	
江疏影:0.11326814722795538	碎花裙:0.11205804932801429	的碎花:0.08574295053703505	
这样切:0.028208106158738325	案板上:0.028208106158738325	着鱼刺:0.028208106158738325	
商务部:0.10323085512289101	对中兴:0.10323085512289101	中兴通:0.10323085512289101	
宝宝用:0.08275372143858989	用枕头:0.06619800546439318	给宝宝:0.06252361886437667	
外星人:0.0875758877516725	上架S:0.03424249062230627	架St:0.03424249062230627	
的女性:0.045765071216958844	喜欢吃:0.04381979418624676	男人心:0.03230974750369697	
盐奶盖:0.053420771214037155	海盐奶:0.04985980077364124	奶盖蛋:0.046298830333245326	
做深蹲:0.0780492631080843	深蹲的:0.06829232839356146	膝关节:0.05471631782576783	
王莎莎:0.2768856492171023	相信未:0.16400395364326228	信未来:0.16400395364326228	
梅俪儿:0.10247888754298193	大面红:0.051239443771490964	周一围:0.045524445267774216	
以色列:0.12182977727031498	加沙地:0.08220683592592874	沙地带:0.08220683592592874	
完全毕:0.1248452620892034	全毕业:0.1248452620892034	毕业体:0.05549023571081174	
蜘蛛侠:0.14341540293909028	S4P:0.12306166956495623	4Pr:0.12306166956495623	
高级脸:0.06743168512405685	易烊千:0.03608749962995778	烊千玺:0.03608749962995778	
续约4:0.06440198372394916	约4年:0.06440198372394916	队征战:0.06440198372394916	
区块链:0.11155007754567699	极客邦:0.05351399033551349	客邦科:0.05351399033551349	
缥缈录:0.10610200406436207	九州缥:0.09094457491231034	州缥缈:0.09094457491231034	
产后抑:0.04743165251591404	后抑郁:0.04743165251591404	何女士:0.02686575080947913	
和海莉:0.07696170669086042	捉弄粉:0.03848085334543021	弄粉丝:0.03848085334543021	
母其弥:0.19428678731105267	其弥雅:0.19428678731105267	戛纳红:0.05315801813857644	
NBA:0.11779815038995664	游乐场:0.09845916454283246	BA2:0.09028582645387759	
赵雅芝:0.11273920551347696	的裙子:0.07511947578751586	条纱裙:0.05636649545268927	
动画片:0.06495998769864933	真好看:0.048741171315925244	个是真:0.04556110847303292	
小玉的:0.04490054351110033	第十人:0.03592043480888026	的约定:0.03191404410524378	
暹罗决:0.07691198982607303	角色海:0.04614967973888319	色海报:0.04614967973888319	
是保罗:0.057022547592922496	保罗的:0.04989472914380719	第一控:0.04575194482058417	
水蟹粥:0.09579196922907965	的水蟹:0.03592043480888026	水晶碗:0.03592043480888026	
双航母:0.057928773899411486	航母战:0.052834820779217015	母战斗:0.052834820779217015	
奔跑吧:0.030480614633140474	联合国:0.022506915692464196	跑吧2:0.016965880108692582	
路人镜:0.03983563791088624	人镜头:0.03983563791088624	头下的:0.03723660656791292	
54A:0.0785714636462032	054:0.07620401750541615	航母编:0.07537898445065538	
总决赛:0.0776134661153886	热血街:0.06765972019168216	血街舞:0.06765972019168216	
电视剧:0.05725406231247495	201:0.053494696040406776	女演员:0.047364273868329816	
复仇者:0.05439537287550406	仇者联:0.05199144911792164	者联盟:0.0512292157478236	
章龄之:0.3501185910489094	小就是:0.1750592955244547	是美人:0.1750592955244547	
显示屏:0.07198206104323994	主显示:0.03502913223159359	机座舱:0.03122840569457151	
5G专:0.07807412154047799	G专利:0.07807412154047799	专利费:0.06245681138914302	
米诺地:0.1354100958565211	诺地尔:0.1354100958565211	地尔溶:0.05701281469492518	
火锅店:0.07845995964282251	老火锅:0.0772662224876831	的老火:0.04415479053928967	
蔡徐坤:0.042278589371807736	实身高:0.03851814099402074	身高都:0.03851814099402074	
赵宇彤:0.19625110914007438	玩味混:0.1439178943432611	味混搭:0.1439178943432611	
的螨虫:0.033321244192441264	螨虫在:0.033321244192441264	小疙瘩:0.03167109982485784	
师傅:0.11912782263865498	让人怀:0.0397113457489178	人怀念:0.0397113457489178	
阿里扎:0.05053005272476862	场比赛:0.043785462996316006	比赛里:0.04330844615416365	
朴有天:0.2164299416356512	anm:0.1236707011586016	mee:0.1236707011586016	
叙利亚:0.13878014428685362	以色列:0.08167269324849881	巴沙尔:0.0466282045624617	
婚纱照:0.09575119144825611	婚的时:0.05817152390701813	结婚的:0.05433479335450201	
邓丽君:0.07854021714785965	别离的:0.023845451273645946	离的预:0.023845451273645946	
全家福:0.09179597622179418	澎湃新:0.0367159046454783	湃新闻:0.0367159046454783	
辽宁舰:0.06248677282033636	瓦良格:0.0532117497912765	良格号:0.03547643624184777	
bab:0.13713452852124675	aby:0.13512403418794833	原子弹:0.05927649507316434	
中国移:0.1488522931734083	国移动:0.1488522931734083	携号转:0.0930326832333802	
爱:0.0581032064714431	如果:0.05653955386380995	张柏芝:0.03594498655933218	
李昕哲:0.08878189129405942	漂亮姐:0.07113295591639528	亮姐姐:0.07113295591639528	
睡眠不:0.05015142951694278	眠不足:0.05015142951694278	死亡率:0.03946663648870901	
Ube:0.11007935324735227	er们:0.08005658152387467	ber:0.07561144677713552	
孙红雷:0.12289976963444825	与黄渤:0.048051349817000384	表情太:0.03203630474736639	
金球奖:0.08051946456518513	夺奖次:0.06473757256126396	奖次数:0.06473757256126396	
奇葩事:0.04798920373601616	葩事件:0.04798920373601616	逗趣无:0.04798920373601616	
林正英:0.23304780369083217	僵尸片:0.13594455215298543	正英的:0.07768260123027738	
李连杰:0.14237108595651227	黄秋燕:0.11928318784111554	连杰的:0.03344904533822817	
只要妈:0.042563850866093586	要妈妈:0.042563850866093586	妈妈霍:0.042563850866093586	
高血压:0.09281399073567756	强度的:0.06598856384771055	血压患:0.06034783480498213	
归去来:0.04597233834645018	克拉恋:0.03191201258539795	拉恋人:0.03191201258539795	
暖的味:0.06245681138914302	中刘硕:0.06245681138914302	暖暖的:0.058381887052655984	
誓言:0.11916295016031166	李晟:0.0956117455942254	犬系少:0.06373702065741799	
这部电:0.09131628827568598	部电影:0.08442414813468785	冯小刚:0.07037881132288205	
新大头:0.05057448070495979	大电影:0.046842057634108376	大头儿:0.044254224268864426	
综艺节:0.04554062455180096	艺节目:0.04554062455180096	火了起:0.04184917093477503	
撞脸就:0.06194099891697398	撞脸的:0.06194099891697398	明星撞:0.041296070814015456	
高至霆:0.04213504290730245	多尔衮:0.03511253575608538	张宥浩:0.03511253575608538	
全面屏:0.1713199234998903	面屏手:0.1165720723866316	出全面:0.10392067662181588	
侏罗纪:0.042093050107815444	部新片:0.042093050107815444	李易峰:0.03413250546412632	
周星驰:0.08751230794327391	张家辉:0.07414209198537794	葛明辉:0.06065457504060058	
足球解:0.11912782263865498	球解说:0.11912782263865498	解说大:0.07280413387301597	
拼多多:0.12739505795872122	多多的:0.022784837003861306	社交电:0.01863948049551599	
互联网:0.050314056791014417	联网产:0.030644232533319823	网产业:0.030644232533319823	
金鹰女:0.0835678350994832	鹰女神:0.0835678350994832	的人气:0.03538462022604434	
化学物:0.0656225630087928	学物质:0.0656225630087928	尤拉斯:0.05275580814750598	
人脸识:0.05281277367935238	脸识别:0.05281277367935238	识别软:0.017829710634373264	
尤文图:0.08688735170612692	文图斯:0.08688735170612692	帕尔马:0.07447902227881616	
Luk:0.10007383420889254	uka:0.10007383420889254	物灵科:0.06004554344695521	
投档分:0.10357887317640266	档分数:0.10357887317640266	分数线:0.09202618911801005	
卢秀燕:0.0837915609910264	国民党:0.06982733659387173	江启臣:0.06982733659387173	
黑粉:0.13810102116313794	张艺兴:0.05305287654714983	职业黑:0.0368277675912499	
荒城纪:0.02448555590778343	徐啸力:0.01469133354467006	郝星棋:0.01469133354467006	
霍思燕:0.06891506700955365	嗯哼的:0.03585983967920849	了嗯哼:0.028773635495694744	
之后他:0.026727866898434843	个科目:0.026727866898434843	都会做:0.025404241683084194	
宋仲基:0.1472407982966325	阿斯达:0.12429216196844382	斯达年:0.08285936977626307	
性生活:0.05903832021056147	生素D:0.04033980090630507	肝细胞:0.032309139301209926	
伊朗政:0.09448068692031257	朗政权:0.07348152615574399	更迭伊:0.0629850530775089	
血管疾:0.08349296800127864	管疾病:0.08349296800127864	心血管:0.07588741432405423	
直升机:0.17344643184247727	加拿大:0.09467357576102353	拿大海:0.0775458798521121	
贝克汉:0.09234884036187094	克汉姆:0.09234884036187094	与死侍:0.08973894094121644	
毛不易:0.10826480567744291	的歌手:0.054132402838721456	张韶涵:0.04155470310583625	
超人总:0.06585998582826087	人总动:0.06319832954818497	总动员:0.06102359801874669	
Fom:0.06092801779693116	omo:0.06092801779693116	mo3:0.057541056383291066	
awa:0.06458605176631137	Aya:0.03454700641912896	yaw:0.03454700641912896	
糖醋生:0.13222821651012895	醋生洋:0.13222821651012895	生洋葱:0.13222821651012895	
视剧6:0.08941578132009849	剧60:0.08941578132009849	国电视:0.08472360519980349	
帕尔马:0.16997552389658846	的帕尔:0.05348291729502137	克雷斯:0.05348291729502137	
拉莫斯:0.08633548312204709	克洛普:0.06597427957284999	萨拉赫:0.06597427957284999	
张雪迎:0.11217400000728939	黑暗料:0.039339516330406596	暗料理:0.039339516330406596	
手指操:0.07226346296845323	字母的:0.07226346296845323	儿园拼:0.03613173148422662	
童年照:0.05568063556215996	刘亦菲:0.04627938717204256	出生于:0.041625794757774955	
超级账:0.09991225439833357	级账本:0.09991225439833357	区块链:0.07573120209036142	
绿豆馅:0.051357521325360984	绿豆冰:0.030818241560075645	豆冰糕:0.030818241560075645	
黄宗泽:0.16194647243678387	吴卓羲:0.1214583006755633	逾32:0.06072915033778165	
看尽人:0.03655432483491933	尽人生:0.03655432483491933	赵薇在:0.03655432483491933	
刘嘉玲:0.13803652294655616	好媳妇:0.04660956073816643	扶着婆:0.04660956073816643	
谢琳·:0.08920448464475213	琳·伍:0.08920448464475213	·伍德:0.08920448464475213	
0万台:0.05927649507316434	世代的:0.026942805189076463	00万:0.02641166860200972	
犹如小:0.21429833105789242	如小型:0.21429833105789242	小型城:0.21429833105789242	
很多玩:0.04118068786545133	多玩家:0.04118068786545133	95级:0.039754848005606754	
羽毛球:0.14505430046814127	伊戈尔:0.09670480335975762	贫民窟:0.048349497108383654	
含税:0.08320738782977471	0日元:0.06319766659162632	0ml:0.04906276700727319	
签约组:0.1400834811465346	约组合:0.1400834811465346	摇滚范:0.1400834811465346	
大麟子:0.16946668096903894	安迪和:0.029233516494977987	和大麟:0.027326208626437188	
搜狗同:0.08469889377339604	狗同传:0.08469889377339604	大数据:0.054916654467908	
电磁弹:0.09975671937736642	磁弹射:0.09975671937736642	弹射系:0.06500480070949612	
IY自:0.059467584893801946	Y自制:0.059467584893801946	自制水:0.059467584893801946	
核动力:0.05946301580476861	图片:0.03911876889677467	维克兰:0.032600910461642325	
朱一龙:0.12179790638712329	镇魂:0.09966746628481778	发布会:0.058014589800657046	
糖尿病:0.09873837470905984	尿病患:0.04809516484438069	有效成:0.0401587975320042	
淘米水:0.06706183599007386	洗衣粉:0.06268646200847867	衣粉水:0.055887970629110766	
付辛博:0.13101874611995323	小月亮:0.06319634975285526	双胞胎:0.05614773607374118	
纳瓦斯:0.2318856719764272	来捧场:0.13005509326715045	西班牙:0.11108578876880171	
鲁大师:0.08086907956816158	排行榜:0.08058532675514153	UI排:0.07209566854979584	
沈梦辰:0.1859073597574375	梦辰凌:0.05451454223935946	辰凌晨:0.05451454223935946	
TNT:0.152910432261678	锤子科:0.03276341389488179	PC行:0.03276341389488179	
aby:0.10085306197328639	bab:0.09211910538454947	机器人:0.05885921036856291	
海豹突:0.05022585029425509	豹突击:0.05022585029425509	特种兵:0.04580925195117432	
小学语:0.06601510094192861	学语文:0.06274588187058656	文的写:0.04708187095364652	
肠癌的:0.09228017632023172	高危人:0.0516532960064768	危人群:0.0516532960064768	
POL:0.15169109579642948	LO衫:0.15169109579642948	OLO:0.1405517528813739	
决赛第:0.11403184399794879	的西部:0.1065919647292721	22连:0.08551922204238777	
拼多多:0.08145848106202713	个店铺:0.028593411860840502	zha:0.02382680744935068	
00防:0.09966471436981927	0防空:0.09966471436981927	导弹系:0.09666170497610443	
叶天义:0.06312798906377262	李子坝:0.035069033499396426	轨道交:0.02805895556437619	
掰手指:0.10236080998911191	指关节:0.08201348073725345	关节炎:0.06620610177402758	
上补习:0.05701281469492518	补习班:0.05701281469492518	666:0.04693414555868395	
这个游:0.0891666909682039	个游戏:0.07860235004777685	小哥哥:0.05771457107380776	
